twitter_author_id,title,full_text,sentiment,region,account_type,author,city,gender,hashtags,impact,impressions,tags,twitter_followers,twitter_following,twitter_tweets,reach_(new)
9.177732251735818e+17,"RT @kilundeezy Hiyo pesa itumbi aliturusha inaniuma sana 10,000+\n\n20/05/2022 #MamaMbogamoment \n\n21/05/2022  #BottomUpMuranga\n\n21/05/2022 #NyeriNiHustlerNation \n\n 23/05/2023 #BottomUpKiambu\n\n24/05/2022 #BottomUpTaitaTaveta\n\n25/05/2022 #TheEconomyFirst \n\n26/05/2022 #PlanNiBottomUp","RT @kilundeezy Hiyo pesa itumbi aliturusha inaniuma sana 10,000+ 20/05/2022 #MamaMbogamoment 21/05/2022 #BottomUpMuranga 21/05/2022 #NyeriNiHustlerNation 23/05/2023 #BottomUpKiambu 24/05/2022 #BottomUpTaitaTaveta 25/05/2022 #TheEconomyFirst 26/05/2022 #PlanNiBottomUp",neutral,Nairobi,individual,celleboboh,Nairobi,prefer not to say,"#mamambogamoment, #bottomupmuranga, #nyerinihustlernation, #bottomupkiambu, #bottomuptaitataveta, #theeconomyfirst, #plannibottomup",4.5,2490,#MamaMbogaMoment,2490,1396,31678,1573
634459233.0,"RT @kilundeezy Hiyo pesa itumbi aliturusha inaniuma sana 10,000+\n\n20/05/2022 #MamaMbogamoment \n\n21/05/2022  #BottomUpMuranga\n\n21/05/2022 #NyeriNiHustlerNation \n\n 23/05/2023 #BottomUpKiambu\n\n24/05/2022 #BottomUpTaitaTaveta\n\n25/05/2022 #TheEconomyFirst \n\n26/05/2022 #PlanNiBottomUp","RT @kilundeezy Hiyo pesa itumbi aliturusha inaniuma sana 10,000+ 20/05/2022 #MamaMbogamoment 21/05/2022 #BottomUpMuranga 21/05/2022 #NyeriNiHustlerNation 23/05/2023 #BottomUpKiambu 24/05/2022 #BottomUpTaitaTaveta 25/05/2022 #TheEconomyFirst 26/05/2022 #PlanNiBottomUp",neutral,Nairobi,individual,MishBosslady__,Nairobi,prefer not to say,"#mamambogamoment, #bottomupmuranga, #nyerinihustlernation, #bottomupkiambu, #bottomuptaitataveta, #theeconomyfirst, #plannibottomup",37.4,16407,#MamaMbogaMoment,16407,815,142390,6618
2165457905.0,"RT @kilundeezy Hiyo pesa itumbi aliturusha inaniuma sana 10,000+\n\n20/05/2022 #MamaMbogamoment \n\n21/05/2022  #BottomUpMuranga\n\n21/05/2022 #NyeriNiHustlerNation \n\n 23/05/2023 #BottomUpKiambu\n\n24/05/2022 #BottomUpTaitaTaveta\n\n25/05/2022 #TheEconomyFirst \n\n26/05/2022 #PlanNiBottomUp","RT @kilundeezy Hiyo pesa itumbi aliturusha inaniuma sana 10,000+ 20/05/2022 #MamaMbogamoment 21/05/2022 #BottomUpMuranga 21/05/2022 #NyeriNiHustlerNation 23/05/2023 #BottomUpKiambu 24/05/2022 #BottomUpTaitaTaveta 25/05/2022 #TheEconomyFirst 26/05/2022 #PlanNiBottomUp",neutral,Nairobi,individual,KThefirst,Nairobi,male,"#mamambogamoment, #bottomupmuranga, #nyerinihustlernation, #bottomupkiambu, #bottomuptaitataveta, #theeconomyfirst, #plannibottomup",29.1,7662,#MamaMbogaMoment,7662,7811,42529,4150
422110293.0,"RT @kilundeezy Hiyo pesa itumbi aliturusha inaniuma sana 10,000+\n\n20/05/2022 #MamaMbogamoment \n\n21/05/2022  #BottomUpMuranga\n\n21/05/2022 #NyeriNiHustlerNation \n\n 23/05/2023 #BottomUpKiambu\n\n24/05/2022 #BottomUpTaitaTaveta\n\n25/05/2022 #TheEconomyFirst \n\n26/05/2022 #PlanNiBottomUp","RT @kilundeezy Hiyo pesa itumbi aliturusha inaniuma sana 10,000+ 20/05/2022 #MamaMbogamoment 21/05/2022 #BottomUpMuranga 21/05/2022 #NyeriNiHustlerNation 23/05/2023 #BottomUpKiambu 24/05/2022 #BottomUpTaitaTaveta 25/05/2022 #TheEconomyFirst 26/05/2022 #PlanNiBottomUp",neutral,Nairobi,individual,Denoh__,Nairobi,prefer not to say,"#mamambogamoment, #bottomupmuranga, #nyerinihustlernation, #bottomupkiambu, #bottomuptaitataveta, #theeconomyfirst, #plannibottomup",2.7,2098,#MamaMbogaMoment,2098,1405,107099,1267
356347460.0,"RT @kilundeezy Hiyo pesa itumbi aliturusha inaniuma sana 10,000+\n\n20/05/2022 #MamaMbogamoment \n\n21/05/2022  #BottomUpMuranga\n\n21/05/2022 #NyeriNiHustlerNation \n\n 23/05/2023 #BottomUpKiambu\n\n24/05/2022 #BottomUpTaitaTaveta\n\n25/05/2022 #TheEconomyFirst \n\n26/05/2022 #PlanNiBottomUp","RT @kilundeezy Hiyo pesa itumbi aliturusha inaniuma sana 10,000+ 20/05/2022 #MamaMbogamoment 21/05/2022 #BottomUpMuranga 21/05/2022 #NyeriNiHustlerNation 23/05/2023 #BottomUpKiambu 24/05/2022 #BottomUpTaitaTaveta 25/05/2022 #TheEconomyFirst 26/05/2022 #PlanNiBottomUp",neutral,Nairobi,individual,RutoJoel,Nairobi,male,"#mamambogamoment, #bottomupmuranga, #nyerinihustlernation, #bottomupkiambu, #bottomuptaitataveta, #theeconomyfirst, #plannibottomup",0.8,1778,#MamaMbogaMoment,1778,3628,2954,989
337594729.0,RT @kilundeezy @OleItumbi hizi tags umekataa kulipa kabisa.\n@WilliamsRuto\n\n20/05/2022 #MamaMbogamoment \n\n21/05/2022  #BottomUpMuranga\n\n21/05/2022 #NyeriNiHustlerNation \n\n 23/05/2023 #BottomUpKiambu\n\n24/05/2022 #BottomUpTaitaTaveta\n\n25/05/2022 #TheEconomyFirst \n\n26/05/2022 #ItumbiPayInfluencers,RT @kilundeezy @OleItumbi hizi tags umekataa kulipa kabisa. @WilliamsRuto 20/05/2022 #MamaMbogamoment 21/05/2022 #BottomUpMuranga 21/05/2022 #NyeriNiHustlerNation 23/05/2023 #BottomUpKiambu 24/05/2022 #BottomUpTaitaTaveta 25/05/2022 #TheEconomyFirst 26/05/2022 #ItumbiPayInfluencers,neutral,Nairobi,individual,BraqueGeorges,Nairobi,male,"#mamambogamoment, #bottomupmuranga, #nyerinihustlernation, #bottomupkiambu, #bottomuptaitataveta, #theeconomyfirst, #itumbipayinfluencers",1.6,1906,#MamaMbogaMoment,1906,5006,29398,1103
1.357591577925935e+18,"RT @kilundeezy Hiyo pesa itumbi aliturusha inaniuma sana 10,000+\n\n20/05/2022 #MamaMbogamoment \n\n21/05/2022  #BottomUpMuranga\n\n21/05/2022 #NyeriNiHustlerNation \n\n 23/05/2023 #BottomUpKiambu\n\n24/05/2022 #BottomUpTaitaTaveta\n\n25/05/2022 #TheEconomyFirst \n\n26/05/2022 #PlanNiBottomUp","RT @kilundeezy Hiyo pesa itumbi aliturusha inaniuma sana 10,000+ 20/05/2022 #MamaMbogamoment 21/05/2022 #BottomUpMuranga 21/05/2022 #NyeriNiHustlerNation 23/05/2023 #BottomUpKiambu 24/05/2022 #BottomUpTaitaTaveta 25/05/2022 #TheEconomyFirst 26/05/2022 #PlanNiBottomUp",neutral,Nairobi,individual,CaesarToreto,Nairobi,prefer not to say,"#mamambogamoment, #bottomupmuranga, #nyerinihustlernation, #bottomupkiambu, #bottomuptaitataveta, #theeconomyfirst, #plannibottomup",31.8,10088,#MamaMbogaMoment,10088,1194,32257,4963
337594729.0,"RT @kilundeezy Hiyo pesa itumbi aliturusha inaniuma sana 10,000+\n\n20/05/2022 #MamaMbogamoment \n\n21/05/2022  #BottomUpMuranga\n\n21/05/2022 #NyeriNiHustlerNation \n\n 23/05/2023 #BottomUpKiambu\n\n24/05/2022 #BottomUpTaitaTaveta\n\n25/05/2022 #TheEconomyFirst \n\n26/05/2022 #PlanNiBottomUp","RT @kilundeezy Hiyo pesa itumbi aliturusha inaniuma sana 10,000+ 20/05/2022 #MamaMbogamoment 21/05/2022 #BottomUpMuranga 21/05/2022 #NyeriNiHustlerNation 23/05/2023 #BottomUpKiambu 24/05/2022 #BottomUpTaitaTaveta 25/05/2022 #TheEconomyFirst 26/05/2022 #PlanNiBottomUp",neutral,Nairobi,individual,BraqueGeorges,Nairobi,male,"#mamambogamoment, #bottomupmuranga, #nyerinihustlernation, #bottomupkiambu, #bottomuptaitataveta, #theeconomyfirst, #plannibottomup",1.6,1906,#MamaMbogaMoment,1906,5006,29388,1103
4715797281.0,"RT @kilundeezy Hiyo pesa itumbi aliturusha inaniuma sana 10,000+\n\n20/05/2022 #MamaMbogamoment \n\n21/05/2022  #BottomUpMuranga\n\n21/05/2022 #NyeriNiHustlerNation \n\n 23/05/2023 #BottomUpKiambu\n\n24/05/2022 #BottomUpTaitaTaveta\n\n25/05/2022 #TheEconomyFirst \n\n26/05/2022 #PlanNiBottomUp","RT @kilundeezy Hiyo pesa itumbi aliturusha inaniuma sana 10,000+ 20/05/2022 #MamaMbogamoment 21/05/2022 #BottomUpMuranga 21/05/2022 #NyeriNiHustlerNation 23/05/2023 #BottomUpKiambu 24/05/2022 #BottomUpTaitaTaveta 25/05/2022 #TheEconomyFirst 26/05/2022 #PlanNiBottomUp",neutral,Nairobi,individual,ygwaweru,Nairobi,male,"#mamambogamoment, #bottomupmuranga, #nyerinihustlernation, #bottomupkiambu, #bottomuptaitataveta, #theeconomyfirst, #plannibottomup",0.0,1316,#MamaMbogaMoment,1316,785,18761,525
1.4577210244857324e+18,RT @uda_hustler Hustlers will always make you happy.\nlike and retweet this ifikie our deputy president gachagua.\n\n//mirema// huddah// at 16// martha karua// \n#mamambogamoment https://t.co/GeF79yyR2l,RT @uda_hustler Hustlers will always make you happy. like and retweet this ifikie our deputy president gachagua. //mirema// huddah// at 16// martha karua// #mamambogamoment https://t.co/GeF79yyR2l,positive,Nairobi,individual,ApparentKenyan,Nairobi,prefer not to say,#mamambogamoment,0.0,1180,#MamaMbogaMoment,1180,422,15561,369
275562803.0,RT @uda_hustler Hustlers will always make you happy.\nlike and retweet this ifikie our deputy president gachagua.\n\n//mirema// huddah// at 16// martha karua// \n#mamambogamoment https://t.co/GeF79yyR2l,RT @uda_hustler Hustlers will always make you happy. like and retweet this ifikie our deputy president gachagua. //mirema// huddah// at 16// martha karua// #mamambogamoment https://t.co/GeF79yyR2l,positive,Nairobi,individual,twambari,Nairobi,male,#mamambogamoment,0.0,1234,#MamaMbogaMoment,1234,3935,19836,432
982924514.0,RT @uda_hustler Hustlers will always make you happy.\nlike and retweet this ifikie our deputy president gachagua.\n\n//mirema// huddah// at 16// martha karua// \n#mamambogamoment https://t.co/GeF79yyR2l,RT @uda_hustler Hustlers will always make you happy. like and retweet this ifikie our deputy president gachagua. //mirema// huddah// at 16// martha karua// #mamambogamoment https://t.co/GeF79yyR2l,positive,Nairobi,individual,MugambiNick,Nairobi,male,#mamambogamoment,0.0,147,#MamaMbogaMoment,147,178,672,0
9.640786055329137e+17,RT @uda_hustler Hustlers will always make you happy.\nlike and retweet this ifikie our deputy president gachagua.\n\n//mirema// huddah// at 16// martha karua// \n#mamambogamoment https://t.co/GeF79yyR2l,RT @uda_hustler Hustlers will always make you happy. like and retweet this ifikie our deputy president gachagua. //mirema// huddah// at 16// martha karua// #mamambogamoment https://t.co/GeF79yyR2l,positive,Rift Valley,individual,randyke1,Nakuru,prefer not to say,#mamambogamoment,0.0,58,#MamaMbogaMoment,58,52,2262,0
1.077301359949566e+18,Indeed it's the #Mamambogamoment. This lady has spoken on behalf of millions of hustlers out there who believe in @WilliamsRuto . Kenya Kwanza is the way to go.\n@BiancaWamu @PeterRatemo4 @OleItumbi @HusseinMohamedg @WMMartha,Indeed it's the #Mamambogamoment. This lady has spoken on behalf of millions of hustlers out there who believe in @WilliamsRuto . Kenya Kwanza is the way to go. @BiancaWamu @PeterRatemo4 @OleItumbi @HusseinMohamedg @WMMartha,neutral,Nairobi,individual,SangKelvin01,Nairobi,female,#mamambogamoment,23.6,5295,#MamaMbogaMoment,5295,5636,4302,3182
2997498100.0,#EveryHustleMatters. #KaziNiKazi. #WiraNiWira. #MamaMbogaMoment. \nFreedom Is Coming Tomorrow. https://t.co/d9l3sXV5hb,#EveryHustleMatters. #KaziNiKazi. #WiraNiWira. #MamaMbogaMoment. Freedom Is Coming Tomorrow. https://t.co/d9l3sXV5hb,neutral,Nairobi,individual,Giddy_Traitor_9,Nairobi,prefer not to say,"#everyhustlematters, #kazinikazi, #wiraniwira, #mamambogamoment",2.3,2020,#MamaMbogaMoment,2020,2056,7061,1202
1.237456473359356e+18,"RT @MWALIMU_AMUNGA BOTTOM UP.\n#mamambogamoment \nFrom herds boy to incoming Mogotio constituency MP, Kiborek Reuben....\nIndeed the DP WILLIAM RUTO HAS BEGUN A REVOLUTION MOVEMENT. THE HUSTLERS\n@GunnerAfrican #kenyadecides2022  @HusseinMohamedg #KenyaKwanza  Sakaja @SakajaJohnson @UDAKenya Mudavadi https://t.co/8Sk3nkDgaG","RT @MWALIMU_AMUNGA BOTTOM UP. #mamambogamoment From herds boy to incoming Mogotio constituency MP, Kiborek Reuben.... Indeed the DP WILLIAM RUTO HAS BEGUN A REVOLUTION MOVEMENT. THE HUSTLERS @GunnerAfrican #kenyadecides2022 @HusseinMohamedg #KenyaKwanza Sakaja @SakajaJohnson @UDAKenya Mudavadi https://t.co/8Sk3nkDgaG",neutral,Nairobi,organisational,EWitness,Nairobi,prefer not to say,"#mamambogamoment, #kenyadecides2022, #kenyakwanza",0.0,113,#MamaMbogaMoment,113,139,1928,0
1.2275606573038674e+18,Tukutane Jacaranda. \n#mamambogamoment \n#BeingADad \nRussia\nRigathi Gachagua https://t.co/TpOmQhDSs9,Tukutane Jacaranda. #mamambogamoment #BeingADad Russia Rigathi Gachagua https://t.co/TpOmQhDSs9,neutral,Nairobi,individual,finance_notes21,Nairobi,prefer not to say,"#mamambogamoment, #beingadad",0.0,697,#MamaMbogaMoment,697,752,790,0
3246542092.0,We will allocate 50 billion Hustler Fund to provide affordable loans to people who do not have securities to acquire loans. \n@WilliamsRuto\n@rigathi\n#mamambogamoment\n#RigathiBestChoice https://t.co/JmUNNJ9zvR,We will allocate 50 billion Hustler Fund to provide affordable loans to people who do not have securities to acquire loans. @WilliamsRuto @rigathi #mamambogamoment #RigathiBestChoice https://t.co/JmUNNJ9zvR,neutral,Nairobi,individual,blessedjackey,Nairobi,prefer not to say,"#mamambogamoment, #rigathibestchoice",3.4,561,#MamaMbogaMoment,501,341,3520,0
383720798.0,RT @TevinMacharia It's #mamambogamoment in Machakos County!!\n\nThank you so much to the residents of Wetaa Mwala constituency for your overwhelming support and Love.\n\nGovernor ni Hon @nduyamuthama https://t.co/VXcUn9ow7I,RT @TevinMacharia It's #mamambogamoment in Machakos County!! Thank you so much to the residents of Wetaa Mwala constituency for your overwhelming support and Love. Governor ni Hon @nduyamuthama https://t.co/VXcUn9ow7I,positive,Nairobi,individual,KYKiamba,Nairobi,prefer not to say,#mamambogamoment,0.0,790,#MamaMbogaMoment,790,2640,4485,0
1.4450905911556588e+18,It's #mamambogamoment in Machakos County!!\n\nThank you so much to the residents of Wetaa Mwala constituency for your overwhelming support and Love.\n\nGovernor ni Hon @nduyamuthama https://t.co/VXcUn9ow7I,It's #mamambogamoment in Machakos County!! Thank you so much to the residents of Wetaa Mwala constituency for your overwhelming support and Love. Governor ni Hon @nduyamuthama https://t.co/VXcUn9ow7I,positive,Eastern Kenya,individual,TevinMacharia,Machakos,prefer not to say,#mamambogamoment,5.6,1252,#MamaMbogaMoment,462,996,912,159
1.3670559071133368e+18,"@WilliamsRuto SMALL businesses is a MAJOR source of employment in Kenya. Dr William Ruto's administration will VALUE, PROTECT and, SUPPORT all SMEs✊\n#KenyaKwanza #economy #Mitumba #mamambogamoment #bodaboda #graduates #teachers #medics #Farmers #TheFutureOfKenya","@WilliamsRuto SMALL businesses is a MAJOR source of employment in Kenya. Dr William Ruto's administration will VALUE, PROTECT and, SUPPORT all SMEs✊ #KenyaKwanza #economy #Mitumba #mamambogamoment #bodaboda #graduates #teachers #medics #Farmers #TheFutureOfKenya",neutral,Nairobi,individual,RutoZedekia,Nairobi,prefer not to say,"#kenyakwanza, #economy, #mitumba, #mamambogamoment, #bodaboda, #graduates, #teachers, #medics, #farmers, #thefutureofkenya",3.1,2173,#MamaMbogaMoment,2173,2325,1407,1328
147566735.0,RT @kiddoGAMMZ #MamaMbogaMoment  The COMEPAIN(s) in Central Kenya by #AzimioOneKenya and #KenyaKwanza  ... @StandardKenya cartoon #MondayMotivation https://t.co/gcMVUCrfZ8,RT @kiddoGAMMZ #MamaMbogaMoment The COMEPAIN(s) in Central Kenya by #AzimioOneKenya and #KenyaKwanza ... @StandardKenya cartoon #MondayMotivation https://t.co/gcMVUCrfZ8,neutral,Nairobi,individual,mwangiwamso,Nairobi,prefer not to say,"#mamambogamoment, #azimioonekenya, #kenyakwanza, #mondaymotivation",0.0,268,#MamaMbogaMoment,268,2708,1697,0
1.4840890316254822e+18,"RT @alexawiti Lets be clear,, it is a #MamaMbogaMoment not #MamaAzimio. Is Raila confused? #BabaNaMama","RT @alexawiti Lets be clear,, it is a #MamaMbogaMoment not #MamaAzimio. Is Raila confused? #BabaNaMama",neutral,Rift Valley,individual,ASBELKEMBOI7,Eldoret,prefer not to say,"#mamambogamoment, #mamaazimio, #babanamama",0.0,485,#MamaMbogaMoment,485,782,35104,0
